job_title_short,job_title,job_location,job_via,job_schedule_type,job_work_from_home,search_location,job_posted_date,job_no_degree_mention,job_health_insurance,job_country,salary_rate,salary_year_avg,salary_hour_avg,company_name,job_skills,job_type_skills,job_posted_month
Data Analyst,Data analyst,"Jacksonville, FL",via Trabajo.org,Full-time,False,"Florida, United States",2023-02-14 02:03:36,False,True,United States,,,,Randstad,"['sql', 'python', 'oracle', 'power bi', 'excel', 'word', 'visio']","{'analyst_tools': ['power bi', 'excel', 'word', 'visio'], 'cloud': ['oracle'], 'programming': ['sql', 'python']}",Feb
Data Analyst,Data analyst,"Boston, MA",via LinkedIn,Full-time,False,"New York, United States",2023-02-15 21:00:38,True,False,United States,,,,Dice,['sql'],{'programming': ['sql']},Feb
Data Analyst,Data analyst,"Paris, France",via BeBee,Full-time,False,France,2023-02-24 21:48:40,False,False,France,,,,Shine,"['sql', 'bigquery', 'looker', 'tableau']","{'analyst_tools': ['looker', 'tableau'], 'cloud': ['bigquery'], 'programming': ['sql']}",Feb
Data Analyst,Data analyst,"Dallas, TX",via Trabajo.org,Full-time,False,"Texas, United States",2023-02-12 01:03:24,False,True,United States,,,,RE Tech Advisors,"['sql', 'python', 'r', 'html', 'sql server', 'django', 'windows', 'power bi', 'sharepoint', 'excel']","{'analyst_tools': ['power bi', 'sharepoint', 'excel'], 'databases': ['sql server'], 'os': ['windows'], 'programming': ['sql', 'python', 'r', 'html'], 'webframeworks': ['django']}",Feb
Data Analyst,Data analyst,"Macclesfield, UK",via KSNT Jobs,Full-time,False,United Kingdom,2023-02-01 01:12:33,True,False,United Kingdom,,,,Sanderson,"['sql', 'python', 'power bi', 'excel', 'sheets']","{'analyst_tools': ['power bi', 'excel', 'sheets'], 'programming': ['sql', 'python']}",Feb
Data Analyst,Data analyst,"Mer, France",via BeBee,Full-time,False,France,2023-03-26 13:31:42,False,False,France,,,,DIGITAL COLLEGE,,,Mar
Data Analyst,Data analyst,Canada,via BeBee Canada,Full-time,False,Canada,2023-03-30 13:14:05,False,False,Canada,,,,Entrust Datacard,"['python', 'r', 'sql', 'excel', 'powerpoint', 'tableau', 'power bi']","{'analyst_tools': ['excel', 'powerpoint', 'tableau', 'power bi'], 'programming': ['python', 'r', 'sql']}",Mar
Data Analyst,Data analyst,"Austin, TX",via BeBee,Contractor,False,"Texas, United States",2023-03-13 13:02:26,True,False,United States,,,,Vings Technologies,"['python', 'sql', 'pandas', 'tableau']","{'analyst_tools': ['tableau'], 'libraries': ['pandas'], 'programming': ['python', 'sql']}",Mar
Data Analyst,Data analyst,Sweden,via Trabajo.org,Full-time,False,Sweden,2023-03-23 13:28:41,True,False,Sweden,,,,Mac Baren Ministry Of Snus AB,"['excel', 'powerpoint', 'power bi']","{'analyst_tools': ['excel', 'powerpoint', 'power bi']}",Mar
Data Analyst,Data analyst,"Fremont, CA",via Trabajo.org,Full-time,False,"California, United States",2023-03-25 13:00:48,False,False,United States,,,,Bloom Energy,['excel'],{'analyst_tools': ['excel']},Mar
Data Analyst,Data analyst,"Courbevoie, France",via LinkedIn,Full-time,False,France,2023-03-28 13:56:54,True,False,France,,,,ANOTECH,"['sql', 'power bi']","{'analyst_tools': ['power bi'], 'programming': ['sql']}",Mar
Data Analyst,Data analyst,France,via Emplois Trabajo.org,Full-time,False,France,2023-03-07 13:55:53,False,False,France,,,,Lévavi,"['vba', 'excel']","{'analyst_tools': ['excel'], 'programming': ['vba']}",Mar
Data Analyst,Data analyst,Costa Rica,via Trabajo.org,Full-time,False,Costa Rica,2023-03-21 06:51:05,True,False,Costa Rica,,,,Infotree Global Solutions,"['oracle', 'excel']","{'analyst_tools': ['excel'], 'cloud': ['oracle']}",Mar
Data Analyst,Data analyst,"Blagnac, France",via BeBee,,False,France,2023-03-01 06:35:33,False,False,France,,,,ADEQUAT,['excel'],{'analyst_tools': ['excel']},Mar
Data Analyst,Data analyst,"Dallas, TX",via Trabajo.org,Full-time,False,"Texas, United States",2023-03-15 06:01:39,True,False,United States,,,,"Stamford Technology Solutions LLC, DBA Infinity","['no-sql', 'sql']","{'programming': ['no-sql', 'sql']}",Mar
Data Analyst,Data analyst,"Irving, TX",via Trabajo.org,Full-time,False,"Texas, United States",2023-03-23 06:02:38,False,True,United States,,,,MATRIX,"['excel', 'powerpoint', 'word']","{'analyst_tools': ['excel', 'powerpoint', 'word']}",Mar
Data Analyst,Data analyst,"Paris, France",via Emplois Trabajo.org,Full-time,False,France,2023-03-18 06:24:47,False,False,France,,,,Turo,,,Mar
Data Analyst,Data analyst,Philippines,via Jobrapido.com,Full-time,False,Philippines,2023-03-03 00:26:04,True,False,Philippines,,,,PHP18k Cat Eye Media,,,Mar
Data Analyst,Data analyst,Australia,via Laimoon.com,Full-time,False,Australia,2023-03-03 00:20:41,False,False,Australia,,,,Hays,['excel'],{'analyst_tools': ['excel']},Mar
Data Analyst,Data analyst,"Aalter, Belgium",via Melga,Full-time,False,Belgium,2023-03-08 00:36:07,False,False,Belgium,,,,Randstad,"['excel', 'planner']","{'analyst_tools': ['excel'], 'async': ['planner']}",Mar
Data Analyst,Data analyst,"San Francisco, CA",via WhatJobs,Full-time,False,"California, United States",2023-03-06 00:00:52,False,False,United States,,,,LeadStack Inc.,"['sql', 'python', 'r', 'redshift', 'hadoop', 'tableau', 'excel', 'sheets']","{'analyst_tools': ['tableau', 'excel', 'sheets'], 'cloud': ['redshift'], 'libraries': ['hadoop'], 'programming': ['sql', 'python', 'r']}",Mar
Data Analyst,Data analyst,"Jacksonville, FL",via BeBee,Full-time,False,Georgia,2023-03-21 00:38:31,False,True,United States,,,,TIAA Bank,"['sql', 'tableau', 'excel', 'powerpoint']","{'analyst_tools': ['tableau', 'excel', 'powerpoint'], 'programming': ['sql']}",Mar
Data Analyst,Data analyst,"Fort Lauderdale, FL",via WhatJobs,Full-time,False,"Florida, United States",2023-03-27 00:02:57,True,True,United States,,,,Dice,"['gdpr', 'excel']","{'analyst_tools': ['excel'], 'libraries': ['gdpr']}",Mar
Data Analyst,Data analyst,"Westlake, TX",via WhatJobs,Full-time,False,"Texas, United States",2023-03-24 00:02:36,False,False,United States,,,,Hyland Software,,,Mar
Data Analyst,Data analyst,"Indianapolis, IN",via WhatJobs,Contractor,False,"Illinois, United States",2023-03-18 00:01:36,False,False,United States,,,,ICONMA,"['sql', 'python', 'excel']","{'analyst_tools': ['excel'], 'programming': ['sql', 'python']}",Mar
Data Analyst,Data analyst,"Arlington, TX",via WhatJobs,Full-time,False,"Texas, United States",2023-03-24 00:02:38,False,False,United States,,,,Serco,"['crystal', 'powerpoint', 'word', 'excel']","{'analyst_tools': ['powerpoint', 'word', 'excel'], 'programming': ['crystal']}",Mar
Data Analyst,Data analyst,"Springfield, IL",via BeBee,,False,"Illinois, United States",2023-03-03 00:03:01,False,False,United States,,,,"Bourntec Solutions, Inc.","['sql', 'azure', 'word', 'excel', 'sharepoint', 'visio']","{'analyst_tools': ['word', 'excel', 'sharepoint', 'visio'], 'cloud': ['azure'], 'programming': ['sql']}",Mar
Data Analyst,Data analyst,"Austin, TX",via BeBee,Contractor,False,"Texas, United States",2023-03-21 00:03:10,True,False,United States,,,,Cogent Data Solutions Llc,"['sql', 'sap']","{'analyst_tools': ['sap'], 'programming': ['sql']}",Mar
Data Analyst,Data analyst,"San Antonio, FL",via WhatJobs,Full-time,False,"Florida, United States",2023-03-17 00:03:32,False,True,United States,,,,Vericast,"['sql', 'oracle', 'excel', 'tableau', 'alteryx']","{'analyst_tools': ['excel', 'tableau', 'alteryx'], 'cloud': ['oracle'], 'programming': ['sql']}",Mar
Data Analyst,Data analyst,"Lincolnshire, UK",via Institute Of Data Jobs,Full-time,False,United Kingdom,2023-03-11 08:19:19,True,False,United Kingdom,,,,Roleshare,['python'],{'programming': ['python']},Mar
Data Analyst,Data analyst,"Budapest, Hungary",via LinkedIn Hungary,Full-time,False,Hungary,2023-03-20 08:24:40,True,False,Hungary,,,,MP Solutions Ltd.,['python'],{'programming': ['python']},Mar
Data Analyst,Data analyst,"Atlanta, GA",via Trabajo.org,Full-time,False,Georgia,2023-03-27 08:47:12,True,False,United States,,,,GLOBAL VISSE INC,"['python', 'r', 'tableau', 'power bi']","{'analyst_tools': ['tableau', 'power bi'], 'programming': ['python', 'r']}",Mar
Data Analyst,Data analyst,"Marcy-l'Étoile, France",via BeBee,Full-time,False,France,2023-03-25 08:36:08,False,False,France,,,,KELLY SERVICES,"['sql', 'python', 'scala', 'r', 'power bi', 'confluence']","{'analyst_tools': ['power bi'], 'async': ['confluence'], 'programming': ['sql', 'python', 'scala', 'r']}",Mar
Data Analyst,Data analyst,"McLean, VA",via Institute Of Data Jobs,Full-time,False,"New York, United States",2023-03-12 08:00:04,True,False,United States,,,,Info Junction LLC,"['no-sql', 'sql', 'flow']","{'other': ['flow'], 'programming': ['no-sql', 'sql']}",Mar
Data Analyst,Data analyst,"Atlanta, GA",via Trabajo.org,Full-time,False,Georgia,2023-03-14 08:45:34,True,False,United States,,,,1Q,"['mongo', 'mongodb', 'mongodb', 'aws']","{'cloud': ['aws'], 'databases': ['mongodb'], 'programming': ['mongo', 'mongodb']}",Mar
Data Analyst,Data analyst,"Wellington, New Zealand",via Institute Of Data Jobs,Full-time,False,New Zealand,2023-03-18 08:29:13,True,False,New Zealand,,,,New Zealand Government,['sql'],{'programming': ['sql']},Mar
Data Analyst,Data analyst,Canada,via BeBee Canada,,False,Canada,2023-03-27 08:29:07,False,False,Canada,,,,Kijiji,"['sql', 'azure', 'hadoop', 'tableau', 'alteryx', 'excel', 'powerpoint']","{'analyst_tools': ['tableau', 'alteryx', 'excel', 'powerpoint'], 'cloud': ['azure'], 'libraries': ['hadoop'], 'programming': ['sql']}",Mar
Data Analyst,Data analyst,"Lyon, France",via BeBee,Internship,False,France,2023-03-01 08:35:36,False,False,France,,,,EDF,"['python', 'r', 'excel', 'sharepoint']","{'analyst_tools': ['excel', 'sharepoint'], 'programming': ['python', 'r']}",Mar
Data Analyst,Data analyst,"Haarlem, Netherlands",via BeBee Nederland,Full-time,False,Netherlands,2023-03-16 08:33:52,False,False,Netherlands,,,,IKEA,"['sql', 'power bi']","{'analyst_tools': ['power bi'], 'programming': ['sql']}",Mar
Data Analyst,Data analyst,"Warsaw, Poland",via Medtronic - Talentify,Full-time,False,Poland,2023-03-22 08:47:12,False,False,Poland,,,,Medtronic,"['sql', 'power bi', 'sap', 'excel', 'ms access']","{'analyst_tools': ['power bi', 'sap', 'excel', 'ms access'], 'programming': ['sql']}",Mar
Data Analyst,Data analyst,"Austin, TX",via Institute Of Data Jobs,Full-time,False,"Texas, United States",2023-03-10 08:02:15,False,False,United States,,,,CloudFlare,"['sql', 'python', 'r', 'bigquery', 'tableau']","{'analyst_tools': ['tableau'], 'cloud': ['bigquery'], 'programming': ['sql', 'python', 'r']}",Mar
Data Analyst,Data analyst,"Charlotte, NC",via BeBee,Contractor,False,Georgia,2023-03-23 15:54:52,False,True,United States,,,,Randstad,"['sql', 'python', 'r', 'aws', 'power bi', 'excel', 'dax']","{'analyst_tools': ['power bi', 'excel', 'dax'], 'cloud': ['aws'], 'programming': ['sql', 'python', 'r']}",Mar
Data Analyst,Data analyst,"Madrid, Spain",via Trabajo.org,Full-time,False,Spain,2023-03-10 15:25:36,True,False,Spain,,,,HAYS,"['sas', 'sas', 'sql', 'python', 'excel', 'spss']","{'analyst_tools': ['sas', 'excel', 'spss'], 'programming': ['sas', 'sql', 'python']}",Mar
Data Analyst,Data analyst,"Fort Mill, SC",via BeBee,,False,Georgia,2023-03-23 15:54:19,False,False,United States,,,,"Javen Technologies, Inc","['sql', 'excel']","{'analyst_tools': ['excel'], 'programming': ['sql']}",Mar
Data Analyst,Data analyst,"Les Abymes, Guadeloupe",via Emplois Trabajo.org,Full-time,False,Guadeloupe,2023-03-26 15:59:38,False,False,Guadeloupe,,,,DIGITAL COLLEGE,,,Mar
Data Analyst,Data analyst,"Charlotte, NC",via BeBee,Full-time,False,Georgia,2023-03-23 15:54:52,True,True,United States,,,,AIG,,,Mar
Data Analyst,Data analyst,"Florence, Metropolitan City of Florence, Italy",via Lavoro Trabajo.org,Full-time,False,Italy,2023-03-09 15:26:50,False,False,Italy,,,,Randstad Italia Spa,"['sql', 'gdpr', 'tableau', 'alteryx']","{'analyst_tools': ['tableau', 'alteryx'], 'libraries': ['gdpr'], 'programming': ['sql']}",Mar
Data Analyst,Data analyst,"Jacksonville, FL",via BeBee,Full-time,False,Georgia,2023-03-05 23:05:54,False,False,United States,,,,"Landstar System Holdings, Inc.","['sql', 'word', 'powerpoint', 'excel', 'cognos']","{'analyst_tools': ['word', 'powerpoint', 'excel', 'cognos'], 'programming': ['sql']}",Mar
Data Analyst,Data analyst,"Atlanta, GA",via BeBee,Full-time,False,Georgia,2023-03-21 23:00:47,True,False,United States,,,,1Q,"['mongo', 'mongodb', 'mongodb', 'aws']","{'cloud': ['aws'], 'databases': ['mongodb'], 'programming': ['mongo', 'mongodb']}",Mar
Data Analyst,Data analyst,"Florence, Metropolitan City of Florence, Italy",via Lavoro Trabajo.org,Full-time,False,Italy,2023-03-01 22:31:04,True,False,Italy,,,,Randstad,,,Mar
Data Analyst,Data analyst,"Atlanta, GA",via Talent.com,Full-time,False,Georgia,2023-03-06 23:41:04,True,False,United States,,,,Material Handling Systems,"['sql', 'python', 'excel', 'power bi', 'tableau']","{'analyst_tools': ['excel', 'power bi', 'tableau'], 'programming': ['sql', 'python']}",Mar
Data Analyst,Data analyst,"Atlanta, GA",via Talent.com,Full-time,False,Georgia,2023-03-06 23:41:04,False,False,United States,,,,"Staffigo Technical Services, LLC","['oracle', 'excel', 'power bi', 'tableau', 'flow']","{'analyst_tools': ['excel', 'power bi', 'tableau'], 'cloud': ['oracle'], 'other': ['flow']}",Mar
Data Analyst,Data analyst,"Milan, Metropolitan City of Milan, Italy",via BeBee,Full-time,False,Italy,2023-03-10 22:32:00,True,False,Italy,,,,Bending Spoons,"['go', 'sql']","{'programming': ['go', 'sql']}",Mar
Data Analyst,Data analyst,"Casablanca, Morocco",via 1JOB.ma,Full-time,False,Morocco,2023-03-09 22:34:59,False,False,Morocco,,,,NATION SPORTIVE,,,Mar
Data Analyst,Data analyst,"Burbank, CA",via BeBee,Full-time,False,"California, United States",2023-03-13 22:01:25,False,False,United States,,,,SAGAFTRA,"['sql', 'python', 'oracle', 'tableau', 'alteryx']","{'analyst_tools': ['tableau', 'alteryx'], 'cloud': ['oracle'], 'programming': ['sql', 'python']}",Mar
Data Analyst,Data analyst,"Madrid, Spain",via BeBee,Full-time,False,Spain,2023-03-27 07:30:54,True,False,Spain,,,,ATS,,,Mar
Data Analyst,Data analyst,"San Francisco, CA",via Trabajo.org,Full-time,False,"California, United States",2023-03-24 07:02:50,True,False,United States,,,,MATRIX Resources,"['sql', 'excel', 'word', 'outlook']","{'analyst_tools': ['excel', 'word', 'outlook'], 'programming': ['sql']}",Mar
Data Analyst,Data analyst,"Courbevoie, France",via Jobijoba,Full-time,False,France,2023-03-25 07:36:04,False,False,France,,,,TEMENIS CONSEIL,['power bi'],{'analyst_tools': ['power bi']},Mar
Data Analyst,Data analyst,"Maisons-Alfort, France",via Emplois Trabajo.org,Full-time,False,France,2023-03-01 17:35:54,False,False,France,,,,Bpifrance,"['python', 'r', 'sql', 'sas', 'sas', 'aws', 'azure', 'tableau', 'power bi']","{'analyst_tools': ['sas', 'tableau', 'power bi'], 'cloud': ['aws', 'azure'], 'programming': ['python', 'r', 'sql', 'sas']}",Mar
Data Analyst,Data analyst,"Antwerp, Belgium",via BeBee Belgique,Full-time,False,Belgium,2023-03-17 17:45:49,False,False,Belgium,,,,Recrewtment,['excel'],{'analyst_tools': ['excel']},Mar
Data Analyst,Data analyst,"Dallas, TX",via Dice,Full-time,False,"Texas, United States",2023-03-14 17:03:09,True,False,United States,year,95000.0,,"Stamford Technology Solutions LLC, DBA Infinity","['no-sql', 'sql']","{'programming': ['no-sql', 'sql']}",Mar
Data Analyst,Data analyst,Canada,via Trabajo.org,Full-time,False,Canada,2023-03-04 17:23:29,False,False,Canada,,,,Entrust Datacard,"['python', 'r', 'sql', 'excel', 'powerpoint', 'tableau', 'power bi']","{'analyst_tools': ['excel', 'powerpoint', 'tableau', 'power bi'], 'programming': ['python', 'r', 'sql']}",Mar
Data Analyst,Data analyst,"Charlotte, NC",via Trabajo.org,Full-time,False,Georgia,2023-03-25 00:31:26,True,True,United States,,,,Randstad Technologies,"['oracle', 'hadoop', 'jira']","{'async': ['jira'], 'cloud': ['oracle'], 'libraries': ['hadoop']}",Mar
Data Analyst,Data analyst,"Columbia, SC",via WhatJobs,Full-time,False,Georgia,2023-03-26 23:39:14,False,True,United States,,,,BlueCross BlueShield of South Carolina,"['go', 'sql', 'visual basic', 'sas', 'sas', 'db2']","{'analyst_tools': ['sas'], 'databases': ['db2'], 'programming': ['go', 'sql', 'visual basic', 'sas']}",Mar
Data Analyst,Data analyst,Canada,via BeBee Canada,,False,Canada,2023-03-05 23:19:17,True,False,Canada,,,,Delpath,"['sql', 'python', 'power bi', 'confluence', 'jira']","{'analyst_tools': ['power bi'], 'async': ['confluence', 'jira'], 'programming': ['sql', 'python']}",Mar
Data Analyst,Data analyst,Argentina,via Sercanto,Full-time,False,Argentina,2023-03-23 23:40:31,True,False,Argentina,,,,Zios,,,Mar
Data Analyst,Data analyst,"Jacksonville, FL",via BeBee,Full-time,False,Georgia,2023-03-29 00:17:12,True,False,United States,,,,CyberCoders,"['r', 'python', 'sql', 'ggplot2', 'word']","{'analyst_tools': ['word'], 'libraries': ['ggplot2'], 'programming': ['r', 'python', 'sql']}",Mar
Data Analyst,Data analyst,"Atlanta, GA",via Talent.com,Full-time,False,Georgia,2023-03-13 23:50:02,False,False,United States,,,,Morehouse School of Medicine,"['sql', 'sql server', 'tableau', 'excel']","{'analyst_tools': ['tableau', 'excel'], 'databases': ['sql server'], 'programming': ['sql']}",Mar
Data Analyst,Data analyst,Canada,via Trabajo.org,Full-time,False,Canada,2023-03-26 18:24:27,False,False,Canada,,,,Kijiji,"['sql', 'python', 'r', 'power bi', 'looker']","{'analyst_tools': ['power bi', 'looker'], 'programming': ['sql', 'python', 'r']}",Mar
Data Analyst,Data analyst,"Universal City, CA",via BeBee,,False,"California, United States",2023-03-18 18:01:06,False,False,United States,,,,ITBMS Inc.,['sql'],{'programming': ['sql']},Mar
Data Analyst,Data analyst,"Warsaw, Poland",via LinkedIn,Full-time,False,Poland,2023-03-21 18:49:51,False,False,Poland,,,,Medtronic,"['sql', 'power bi', 'sap', 'excel', 'ms access']","{'analyst_tools': ['power bi', 'sap', 'excel', 'ms access'], 'programming': ['sql']}",Mar
Data Analyst,Data analyst,"Irvine, CA",via Trabajo.org,Full-time,False,"California, United States",2023-03-31 18:02:02,True,False,United States,,,,SigmaWay,['excel'],{'analyst_tools': ['excel']},Mar
Data Analyst,Data analyst,"Austin, TX",via Trabajo.org,Full-time,False,"Texas, United States",2023-03-27 18:03:18,False,False,United States,,,,Cloudflare,"['sql', 'python', 'r', 'bigquery', 'tableau']","{'analyst_tools': ['tableau'], 'cloud': ['bigquery'], 'programming': ['sql', 'python', 'r']}",Mar
Data Analyst,Data analyst,"San José Province, Santa Ana, Costa Rica",via BeBee Costa Rica,Full-time,False,Costa Rica,2023-03-23 16:43:15,False,False,Costa Rica,,,,Infotree Global Solutions,"['sql', 'excel', 'alteryx']","{'analyst_tools': ['excel', 'alteryx'], 'programming': ['sql']}",Mar
Data Analyst,Data analyst,Peru,via LinkedIn,Full-time,False,Peru,2023-03-30 16:35:39,True,False,Peru,,,,CSC Consultores,"['sql', 'r', 'python', 'excel', 'power bi', 'jira']","{'analyst_tools': ['excel', 'power bi'], 'async': ['jira'], 'programming': ['sql', 'r', 'python']}",Mar
Data Analyst,Data analyst,"Austin, TX",via Trabajo.org,Full-time,False,"Texas, United States",2023-03-26 16:01:39,True,False,United States,,,,"Acadia Technologies, Inc.","['sql', 'python', 'sheets', 'flow']","{'analyst_tools': ['sheets'], 'other': ['flow'], 'programming': ['sql', 'python']}",Mar
Data Analyst,Data analyst,"Austin, TX",via BeBee,Full-time,False,"Texas, United States",2023-03-23 16:02:31,False,False,United States,,,,Cloudflare,"['sql', 'python', 'r', 'bigquery', 'tableau']","{'analyst_tools': ['tableau'], 'cloud': ['bigquery'], 'programming': ['sql', 'python', 'r']}",Mar
Data Analyst,Data analyst,"Paris, France",via Jobijoba,Full-time,False,France,2023-03-22 16:41:24,False,False,France,,,,RHAPSODIE GESTION,['power bi'],{'analyst_tools': ['power bi']},Mar
Data Analyst,Data analyst,"Schaumburg, IL",via BeBee,Full-time,False,"Illinois, United States",2023-03-23 16:03:14,False,True,United States,,,,Experian,"['r', 'python', 'sql', 'aws', 'redshift', 'pyspark', 'powerpoint', 'tableau', 'excel', 'word', 'outlook']","{'analyst_tools': ['powerpoint', 'tableau', 'excel', 'word', 'outlook'], 'cloud': ['aws', 'redshift'], 'libraries': ['pyspark'], 'programming': ['r', 'python', 'sql']}",Mar
Data Analyst,Data analyst,"St. Louis, MO",via BeBee,Full-time,False,"Illinois, United States",2023-03-23 16:03:26,False,True,United States,,,,Market Scope,"['excel', 'tableau', 'power bi', 'word', 'powerpoint']","{'analyst_tools': ['excel', 'tableau', 'power bi', 'word', 'powerpoint']}",Mar
Data Analyst,Data analyst,"Grabels, France",via BeBee,Full-time,False,France,2023-03-04 16:31:44,False,False,France,,,,ABXWEB - ABXDIAGNOSTICS,"['sap', 'excel']","{'analyst_tools': ['sap', 'excel']}",Mar
Data Analyst,Data analyst,"Austin, TX",via BeBee,,False,"Texas, United States",2023-03-23 16:02:38,False,False,United States,,,,Tekfortune Inc.,"['sql', 'python', 'bigquery']","{'cloud': ['bigquery'], 'programming': ['sql', 'python']}",Mar
Data Analyst,Data analyst,"Waregem, Belgium",via VDAB,Full-time,False,Belgium,2023-03-15 14:27:32,True,False,Belgium,,,,VIND! ICT,['go'],{'programming': ['go']},Mar
Data Analyst,Data analyst,"Padua, Province of Padua, Italy",via Lavoro Trabajo.org,Full-time,False,Italy,2023-03-25 14:22:49,True,False,Italy,,,,Generazione Vincente Spa,['excel'],{'analyst_tools': ['excel']},Mar
Data Analyst,Data analyst,"San Jose, CA",via BeBee,Full-time,False,"California, United States",2023-03-18 14:01:18,False,False,United States,,,,Ellianse LLC,['jira'],{'async': ['jira']},Mar
Data Analyst,Data analyst,"Montigny-le-Bretonneux, France",via Emplois Trabajo.org,Full-time,False,France,2023-03-05 14:27:51,True,False,France,,,,Grandvision,"['sql', 'python']","{'programming': ['sql', 'python']}",Mar
Data Analyst,Data analyst,"Kyiv, Ukraine",via RABOTA.ua,Full-time,False,Ukraine,2023-03-06 15:15:27,True,False,Ukraine,,,,"Сільпо, Мережа супермаркетів",,,Mar
Data Analyst,Data analyst,"Lincoln, UK",via Jora UK,Full-time,False,United Kingdom,2023-03-11 14:19:11,True,False,United Kingdom,,,,Roleshare,['python'],{'programming': ['python']},Mar
Data Analyst,Data analyst,Anywhere,via Indeed,Full-time,True,Denmark,2023-03-04 11:42:27,False,False,Denmark,,,,Eetc Aps,,,Mar
Data Analyst,Data analyst,"Paris, France",via BeBee,Contractor,False,France,2023-03-25 11:36:06,False,False,France,,,,Groupe C2S,"['sql', 'power bi', 'ssis', 'dax']","{'analyst_tools': ['power bi', 'ssis', 'dax'], 'programming': ['sql']}",Mar
Data Analyst,Data analyst,"Kyiv, Ukraine",via RABOTA.ua,Full-time,False,Ukraine,2023-03-09 11:30:21,True,False,Ukraine,,,,"Банк Восток, ПАТ",,,Mar
Data Analyst,Data analyst,"Antony, France",via BeBee,Full-time,False,France,2023-03-04 11:31:40,False,False,France,,,,E-Works,"['sql', 'postgresql']","{'databases': ['postgresql'], 'programming': ['sql']}",Mar
Data Analyst,Data analyst,Anywhere,via JobTeaser,Part-time,True,France,2023-03-31 11:25:07,False,False,France,,,,La Poste Groupe,"['sql', 'nosql', 'tableau']","{'analyst_tools': ['tableau'], 'programming': ['sql', 'nosql']}",Mar
Data Analyst,Data analyst,"La Réunion, France",via Emplois Trabajo.org,Full-time,False,France,2023-03-22 19:39:44,False,False,France,,,,TALENTS OVERSEAS,"['sql', 'mysql', 'oracle', 'excel', 'qlik', 'power bi']","{'analyst_tools': ['excel', 'qlik', 'power bi'], 'cloud': ['oracle'], 'databases': ['mysql'], 'programming': ['sql']}",Mar
Data Analyst,Data analyst,"Niort, France",via Emplois Trabajo.org,Full-time,False,France,2023-03-19 19:42:18,False,False,France,,,,K.H CONSULTING,,,Mar
Data Analyst,Data analyst,"Metz, France",via Jobijoba,Full-time,False,France,2023-03-31 19:26:22,True,False,France,,,,UXKEY,,,Mar
Data Analyst,Data analyst,"Paris, France",via Jobijoba,Full-time,False,France,2023-03-10 19:39:40,True,False,France,,,,Octopus Energy,"['sql', 'python', 'aws', 'jupyter']","{'cloud': ['aws'], 'libraries': ['jupyter'], 'programming': ['sql', 'python']}",Mar
Data Analyst,Data analyst,"Perugia, Province of Perugia, Italy",via Monster,Full-time,False,Italy,2023-03-04 19:26:01,False,False,Italy,,,,Manpower S.r.l.,['excel'],{'analyst_tools': ['excel']},Mar
Data Analyst,Data analyst,"Aix-en-Provence, France",via BeBee,Full-time,False,France,2023-03-05 09:27:30,True,False,France,,,,THELIO,,,Mar
Data Analyst,Data analyst,"Casablanca, Morocco",via 1JOB.ma,Full-time,False,Morocco,2023-03-25 09:40:35,False,False,Morocco,,,,BMCI Groupe BNP Paribas,['vue'],{'webframeworks': ['vue']},Mar
Data Analyst,Data analyst,"Madrid, Spain",via BeBee,Full-time,False,Spain,2023-03-09 09:21:53,True,False,Spain,,,,HAYS,"['sas', 'sas', 'sql', 'python', 'excel', 'spss']","{'analyst_tools': ['sas', 'excel', 'spss'], 'programming': ['sas', 'sql', 'python']}",Mar
Data Analyst,Data analyst,Switzerland,via LinkedIn,Full-time,False,Switzerland,2023-03-28 09:56:04,False,False,Switzerland,,,,Enova Consulting,['sharepoint'],{'analyst_tools': ['sharepoint']},Mar
Data Analyst,Data analyst,"Ghent, Belgium",via Indeed,Full-time,False,Belgium,2023-03-14 09:41:44,False,False,Belgium,,,,Boobook,"['r', 'javascript', 'python', 'html', 'css', 'spss']","{'analyst_tools': ['spss'], 'programming': ['r', 'javascript', 'python', 'html', 'css']}",Mar
Data Analyst,Data analyst,"Charlotte, NC",via Trabajo.org,Full-time,False,Georgia,2023-03-02 09:49:21,False,True,United States,,,,Randstad,"['oracle', 'hadoop']","{'cloud': ['oracle'], 'libraries': ['hadoop']}",Mar
Data Analyst,Data analyst,"Belo Horizonte, State of Minas Gerais, Brazil",via Netvagas,Full-time,False,Brazil,2023-03-01 09:29:35,True,False,Brazil,,,,Mundiale,"['sql', 'mysql', 'sql server', 'excel']","{'analyst_tools': ['excel'], 'databases': ['mysql', 'sql server'], 'programming': ['sql']}",Mar
Data Analyst,Data analyst,"Bengaluru, Karnataka, India",via The Muse,Full-time,False,India,2023-03-15 12:12:13,False,False,India,,,,Target,"['sql', 'r', 'python']","{'programming': ['sql', 'r', 'python']}",Mar
Data Analyst,Data analyst,"Bogotá, Bogota, Colombia",via BeBee Colombia,Full-time,False,Colombia,2023-03-04 12:30:07,True,False,Colombia,,,,Digitas,['power bi'],{'analyst_tools': ['power bi']},Mar
Data Analyst,Data analyst,Ukraine,via Joblum,Full-time,False,Ukraine,2023-03-06 13:15:30,True,False,Ukraine,,,,"Сільпо, мережа супермаркетів","['sql', 'python', 'excel']","{'analyst_tools': ['excel'], 'programming': ['sql', 'python']}",Mar
